N50	t2	{pvagin,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{telega}#{sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui}|{cserru}	0	109.756	574.022
N50	t3	{cserru}|{pvagin,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}#{sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui}|{telega}	0	124.447	574.022
N65	t1	{sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui}|{cserru,telega}#{hcompr,rtuber,etrips,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{pvagin}	1	295.757	574.054
N65	t2	{pvagin}|{cserru,telega}#{hcompr,rtuber,etrips,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui}	0	146.313	574.054
N65	t3	{sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui}|{pvagin}#{hcompr,rtuber,etrips,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{cserru,telega}	0	131.985	574.054
N48	t1	{hcompr}|{rtuber}#{etrips}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}	1	362.297	467.529
N48	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{rtuber}#{etrips}|{hcompr}	0	53.7114	467.529
N48	t3	{hcompr}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}#{etrips}|{rtuber}	0	51.52	467.529
N49	t1	{hcompr,rtuber}|{etrips}#{udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega}	1	254.684	506.798
N49	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega}|{etrips}#{udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{hcompr,rtuber}	0	129.186	506.798
N49	t3	{hcompr,rtuber}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega}#{udigit,vcuspi,rrottb,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{etrips}	0	122.928	506.798
N46	t1	{udigit}|{vcuspi}#{rrottb}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}	0.985941	239.906	603.291
N46	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{vcuspi}#{rrottb}|{udigit}	0.000315634	143.777	603.291
N46	t3	{udigit}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}#{rrottb}|{vcuspi}	0.0137437	219.609	603.291
N47	t1	{udigit,vcuspi}|{rrottb}#{tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips}	1	271.119	588.407
N47	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips}|{rrottb}#{tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{udigit,vcuspi}	3.1663e-10	184.153	588.407
N47	t3	{udigit,vcuspi}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips}#{tdacs1,tdacs2,tdacn2,tdacn1,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{rrottb}	8.65517e-11	133.135	588.407
N43	t1	{tdacs1}|{tdacs2}#{tdacn2}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01,tdacn1}	0.999838	341.243	852.951
N43	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01,tdacn1}|{tdacs2}#{tdacn2}|{tdacs1}	2.11476e-05	224.909	852.951
N43	t3	{tdacs1}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01,tdacn1}#{tdacn2}|{tdacs2}	0.000140422	286.8	852.951
N44	t1	{tdacs1,tdacs2}|{tdacn2}#{tdacn1}|{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}	1	457.196	845.904
N44	t2	{pvagin,sscopa,smicro,avirgi,agerar,achine,ccitra,crefra,ttrian,hconto,blagur,ppanic,sbicol,irugos,snutan,atenui,cserru,telega,hcompr,rtuber,etrips,udigit,vcuspi,rrottb,znicar,zluxur,zdmomo,zdgigi,zmhuet,zTIL18,zTIL25,zmB735,zTIL11,zTIL01}|{tdacn2}#{tdacn1}|{tdacs1,tdacs2}	7.92139e-29	349.237	845.904
